iter	RMSE
1510	0.5687510302
1511	0.5686582458
1512	0.5685609519
1513	0.5684708564
1514	0.5683795153
1515	0.5683141931
1516	0.5682282692
1517	0.5681669974
1518	0.5681057191
1519	0.5680102217
1520	0.5679040756
1521	0.5678217872
1522	0.5676761554
1523	0.5676221934
1524	0.5675258116
1525	0.5674514136
1526	0.5673799318
1527	0.567303535
1528	0.5671974001
1529	0.5670781288
1530	0.5670400692
1531	0.5669902664
1532	0.5668935189
1533	0.5667871636
1534	0.5667273156
1535	0.5666304944
1536	0.5665820058
1537	0.5664926874
1538	0.5663649913
1539	0.5662791452
1540	0.5661800338
1541	0.5660600307
1542	0.5659904149
1543	0.5659304539
1544	0.5658844364
1545	0.5658828257
1546	0.5658090746
1547	0.5657093342
1548	0.5656384091
1549	0.5655755906
1550	0.5654660516
1551	0.5653783705
1552	0.5653025957
1553	0.5651993391
1554	0.5650377073
1555	0.5649381477
1556	0.5648665783
1557	0.5647738762
1558	0.5646843583
1559	0.5646134198
1560	0.5645412903
1561	0.5644457089
1562	0.5642922547
1563	0.5642525649
1564	0.564189419
1565	0.5640967787
1566	0.5640489957
1567	0.5639741967
1568	0.5639718879
1569	0.563861258
1570	0.5638198347
1571	0.5637242176
1572	0.5636783953
1573	0.5635963563
1574	0.5635243566
1575	0.5634388288
1576	0.563350081
1577	0.5632238687
1578	0.5631603762
1579	0.5631137855
1580	0.5630526799
1581	0.5629656637
1582	0.5629174666
1583	0.5627980692
1584	0.5627566833
1585	0.5626723116
1586	0.5625978503
1587	0.5624995949
1588	0.5624219275
1589	0.5623544082
1590	0.5622660683
1591	0.5622056522
1592	0.5622032493
1593	0.5621340824
1594	0.562087117
1595	0.5620553798
1596	0.5619811843
1597	0.5619355096
1598	0.5618883248
1599	0.5618046049
1600	0.5617192788
1601	0.5616437348
1602	0.5616088717
1603	0.5615405011
1604	0.5614641504
1605	0.5613873834
1606	0.5612856104
1607	0.5612133143
1608	0.5611470999
1609	0.5610379146
1610	0.5609777434
1611	0.5608892447
1612	0.5608472827
1613	0.5607605338
1614	0.5606748747
1615	0.5606021224
1616	0.5605428045
1617	0.5604920469
1618	0.560420055
1619	0.5603489833
1620	0.5602797618
1621	0.5602182018
1622	0.5601122934
1623	0.560046007
1624	0.5599493385
1625	0.5599061724
1626	0.5598174461
1627	0.5597089611
1628	0.5596753733
1629	0.5596116527
1630	0.5595414382
1631	0.5594854407
1632	0.5594465445
1633	0.5593394134
1634	0.5592732682
1635	0.5591747197
1636	0.5591732935
1637	0.5591330657
1638	0.5590643923
1639	0.5589477244
1640	0.5589007242
1641	0.5588945213
1642	0.5588137315
1643	0.5587133832
1644	0.5586175039
1645	0.5585547408
1646	0.5584873952
1647	0.5583899614
1648	0.5582838228
1649	0.558217465
1650	0.5581588561
1651	0.5581098939
1652	0.5580209111
1653	0.5579798418
1654	0.5578796937
1655	0.5578121207
1656	0.5577453566
1657	0.5576033396
1658	0.557576047
1659	0.5574625128
1660	0.5573850486
1661	0.5573246291
1662	0.557257865
1663	0.5571383356
1664	0.5570612647
1665	0.5569716468
1666	0.5568891751
1667	0.5568163082
1668	0.5567207453
1669	0.5566482364
1670	0.5565807771
1671	0.5564666596
1672	0.5564040634
1673	0.556343274
1674	0.5562770651
1675	0.5561751179
1676	0.5560735324
1677	0.5560264649
1678	0.5559888198
1679	0.555949679
1680	0.5558539379
1681	0.5557131949
1682	0.5556309465
1683	0.5555681683
1684	0.5554711014
1685	0.5553624415
1686	0.5552755686
1687	0.5552038969
1688	0.55513248
1689	0.5550675635
1690	0.5549842516
1691	0.5548605364
1692	0.5547652528
1693	0.5547161671
1694	0.5546177773
1695	0.5545283809
1696	0.5544529434
1697	0.554340032
1698	0.5542690323
1699	0.554199257
1700	0.5541283273
1701	0.5540445217
1702	0.5539917291
1703	0.5539453956
1704	0.5538461342
1705	0.5537340103
1706	0.5536275083
1707	0.5535872892
1708	0.5535311597
1709	0.5534588799
1710	0.5533867672
1711	0.5533051731
1712	0.5532295687
1713	0.5531796112
1714	0.5530997817
1715	0.5530292408
1716	0.5529495661
1717	0.5528731771
1718	0.5528039911
1719	0.5527182473
1720	0.5526404127
1721	0.552566632
1722	0.5524984387
1723	0.5524144153
1724	0.5523532163
1725	0.5522753892
1726	0.5522134379
1727	0.5521283099
1728	0.5520811714
1729	0.5520018316
1730	0.5519459243
1731	0.5518735549
1732	0.5518190503
1733	0.5517408824
1734	0.5516688696
1735	0.5516337596
1736	0.5515753363
1737	0.5515205957
1738	0.5514688011
1739	0.5513832039
1740	0.551319322
1741	0.5512363294
1742	0.5511868409
1743	0.5511401535
1744	0.5510669398
1745	0.5509998901
1746	0.5509456241
1747	0.5508680709
1748	0.5507839465
1749	0.5507036514
1750	0.5506173441
1751	0.5505318806
1752	0.5504297859
1753	0.5503347703
1754	0.5502663004
1755	0.550189243
1756	0.5501300154
1757	0.5500788592
1758	0.5499954131
1759	0.5498680299
1760	0.5498052745
1761	0.5497353175
1762	0.5496318311
1763	0.549553974
1764	0.5494658865
1765	0.5493991154
1766	0.5493116846
1767	0.5492429093
1768	0.5491365144
1769	0.5490326484
1770	0.5489455743
1771	0.5488706148
1772	0.5488127574
1773	0.5487360892
1774	0.5486894602
1775	0.5485830469
1776	0.5484984534
1777	0.5484436431
1778	0.5483675763
1779	0.5483103485
1780	0.5482670082
1781	0.5482089683
1782	0.5481448353
1783	0.5480445827
1784	0.5479660842
1785	0.5478862674
1786	0.5478543909
1787	0.5478031707
1788	0.5477146233
1789	0.5476310548
1790	0.547545898
1791	0.5474879303
1792	0.5473856544
1793	0.5473247555
1794	0.5472442206
1795	0.5472127528
1796	0.5471714078
1797	0.54709207
1798	0.5470574101
1799	0.5469811207
1800	0.5469183911
1801	0.5468307423
1802	0.5467694541
1803	0.5467262893
1804	0.5466696043
1805	0.5465979953
1806	0.5465234287
1807	0.5464377121
1808	0.5463521906
1809	0.5463027661
1810	0.5462460073
1811	0.5461471049
1812	0.5460970657
1813	0.5460361722
1814	0.5459674314
1815	0.545910936
1816	0.5458439984
1817	0.545736404
1818	0.5456855815
1819	0.5456113973
1820	0.5455403655
1821	0.5454790815
1822	0.5454091068
1823	0.5453270055
1824	0.545254862
1825	0.5451815447
1826	0.5451321335
1827	0.5450944824
1828	0.5450077647
1829	0.5449304117
1830	0.5448528686
1831	0.544788938
1832	0.5447861595
1833	0.5447278683
1834	0.5446669113
1835	0.5445771068
1836	0.5445152661
1837	0.5444459746
1838	0.5443618744
1839	0.5442777013
1840	0.5442130153
1841	0.5441521501
1842	0.54413872
1843	0.5440790731
1844	0.5440444904
1845	0.5439667612
1846	0.5438604114
1847	0.5437759512
1848	0.5436977645
1849	0.5436185186
1850	0.5435857331
1851	0.5435286606
1852	0.5434581353
1853	0.5433558497
1854	0.5432619937
1855	0.5431768411
1856	0.5431156501
1857	0.5429853939
1858	0.5429270293
1859	0.5428666496
1860	0.542804674
1861	0.5427151311
1862	0.5426576072
1863	0.5425901783
1864	0.5424879691
1865	0.54238343
1866	0.5423494595
1867	0.5422831328
1868	0.5422305458
1869	0.5421407581
1870	0.5420863258
1871	0.5419985862
1872	0.5419008909
1873	0.5418126105
1874	0.5417590466
1875	0.5417044258
1876	0.5416461635
1877	0.5415334672
1878	0.541474946
1879	0.5413826279
1880	0.5413115823
1881	0.5412673508
1882	0.5411668768
1883	0.5410936673
1884	0.5409961094
1885	0.5409473088
1886	0.5408823749
1887	0.5408027165
1888	0.5407439657
1889	0.5406498068
1890	0.5405755336
1891	0.5405088387
1892	0.5404166566
1893	0.5403656953
1894	0.5403094575
1895	0.5402518883
1896	0.5402129029
1897	0.5401457413
1898	0.5400797166
1899	0.5400068419
1900	0.5398968784
1901	0.5398439083
1902	0.5397437121
1903	0.5396856
1904	0.5395701112
1905	0.5395643196
1906	0.5394922502
1907	0.539426236
1908	0.5393756639
1909	0.539312261
1910	0.5392192405
1911	0.5391486042
1912	0.5390583031
1913	0.5389841429
1914	0.5389434953
1915	0.5388631576
1916	0.5388014465
1917	0.5387305439
1918	0.5386460046
1919	0.5386131279
1920	0.5385240668
1921	0.5384310613
1922	0.5383595961
1923	0.5382762382
1924	0.5381687942
1925	0.5380796293
1926	0.5380088132
1927	0.5379454913
1928	0.537861585
1929	0.5377647725
1930	0.5376902522
1931	0.5376314035
1932	0.5375401511
1933	0.5374563633
1934	0.5374084527
1935	0.5373396684
1936	0.5372968063
1937	0.5372157376
1938	0.5371465953
1939	0.5370625339
1940	0.5369870675
1941	0.5369127424
1942	0.5368215195
1943	0.5367309785
1944	0.5366433338
1945	0.5365935914
1946	0.5365057119
1947	0.5364633899
1948	0.536373365
1949	0.5362542796
1950	0.5361916004
1951	0.5361303103
1952	0.5360693169
1953	0.5360023952
1954	0.5359430576
1955	0.5358660059
1956	0.535780407
1957	0.5356731309
1958	0.535608378
1959	0.5354882714
1960	0.5353937353
1961	0.5353534536
1962	0.5352989697
1963	0.5352119725
1964	0.5351452782
1965	0.5350621192
1966	0.5350003042
1967	0.5349443848
1968	0.5348667024
1969	0.5348103125
1970	0.5347194005
1971	0.5346227191
1972	0.5345433458
1973	0.5344755936
1974	0.5343799951
1975	0.5343323874
1976	0.5342741133
1977	0.5342143399
1978	0.5341776865
1979	0.5341050732
1980	0.5340505533
1981	0.5340068786
1982	0.5339161346
1983	0.5338487906
1984	0.5337782975
1985	0.5337060262
1986	0.5336041894
1987	0.5335364705
1988	0.5334390866
1989	0.5333850479
1990	0.5333195596
1991	0.5332621209
1992	0.5331840713
1993	0.5331483851
1994	0.5330910196
1995	0.5329868666
1996	0.5329167481
1997	0.5328785089
1998	0.5328215114
1999	0.5327529598
