iter	Passed	Remaining
1677	11443	2195
1678	11448	2188
1679	11454	2181
1680	11459	2174
1681	11465	2167
1682	11470	2160
1683	11476	2153
1684	11481	2146
1685	11487	2139
1686	11493	2132
1687	11499	2125
1688	11504	2118
1689	11510	2111
1690	11516	2104
1691	11521	2097
1692	11527	2090
1693	11533	2083
1694	11539	2076
1695	11544	2069
1696	11550	2062
1697	11555	2055
1698	11561	2048
1699	11566	2041
1700	11572	2034
1701	11577	2027
1702	11582	2020
1703	11588	2012
1704	11593	2005
1705	11599	1998
1706	11605	1991
1707	11613	1985
1708	11618	1978
1709	11624	1971
1710	11629	1964
1711	11635	1957
1712	11640	1950
1713	11646	1943
1714	11651	1936
1715	11657	1929
1716	11662	1922
1717	11668	1915
1718	11673	1908
1719	11679	1901
1720	11684	1894
1721	11690	1887
1722	11696	1880
1723	11702	1873
1724	11708	1866
1725	11714	1859
1726	11720	1852
1727	11725	1845
1728	11730	1838
1729	11736	1831
1730	11741	1824
1731	11747	1817
1732	11752	1810
1733	11758	1803
1734	11763	1796
1735	11769	1789
1736	11775	1782
1737	11780	1775
1738	11786	1768
1739	11791	1761
1740	11797	1755
1741	11802	1748
1742	11808	1741
1743	11813	1734
1744	11819	1727
1745	11824	1720
1746	11829	1713
1747	11835	1706
1748	11841	1699
1749	11846	1692
1750	11853	1685
1751	11860	1678
1752	11866	1671
1753	11871	1665
1754	11877	1658
1755	11882	1651
1756	11888	1644
1757	11893	1637
1758	11899	1630
1759	11904	1623
1760	11910	1616
1761	11915	1609
1762	11921	1602
1763	11927	1595
1764	11932	1588
1765	11938	1581
1766	11943	1574
1767	11949	1567
1768	11954	1561
1769	11960	1554
1770	11965	1547
1771	11971	1540
1772	11976	1533
1773	11982	1526
1774	11987	1519
1775	11993	1512
1776	11998	1505
1777	12004	1498
1778	12009	1491
1779	12015	1485
1780	12020	1478
1781	12026	1471
1782	12032	1464
1783	12038	1457
1784	12043	1450
1785	12049	1443
1786	12054	1436
1787	12059	1429
1788	12065	1423
1789	12071	1416
1790	12076	1409
1791	12082	1402
1792	12087	1395
1793	12093	1388
1794	12098	1381
1795	12104	1374
1796	12109	1367
1797	12114	1361
1798	12120	1354
1799	12125	1347
1800	12131	1340
1801	12137	1333
1802	12142	1326
1803	12153	1320
1804	12161	1313
1805	12182	1308
1806	12188	1301
1807	12194	1294
1808	12199	1288
1809	12205	1281
1810	12210	1274
1811	12216	1267
1812	12221	1260
1813	12227	1253
1814	12232	1246
1815	12237	1239
1816	12243	1233
1817	12249	1226
1818	12254	1219
1819	12259	1212
1820	12265	1205
1821	12271	1198
1822	12276	1191
1823	12282	1185
1824	12287	1178
1825	12293	1171
1826	12298	1164
1827	12303	1157
1828	12309	1150
1829	12315	1144
1830	12320	1137
1831	12326	1130
1832	12331	1123
1833	12336	1116
1834	12342	1109
1835	12347	1102
1836	12352	1096
1837	12358	1089
1838	12364	1082
1839	12369	1075
1840	12375	1068
1841	12380	1061
1842	12385	1055
1843	12391	1048
1844	12396	1041
1845	12402	1034
1846	12407	1027
1847	12413	1020
1848	12418	1014
1849	12424	1007
1850	12430	1000
1851	12435	993
1852	12440	986
1853	12446	980
1854	12452	973
1855	12457	966
1856	12462	959
1857	12468	952
1858	12474	946
1859	12479	939
1860	12485	932
1861	12490	925
1862	12496	918
1863	12501	912
1864	12507	905
1865	12513	898
1866	12518	891
1867	12524	885
1868	12530	878
1869	12535	871
1870	12541	864
1871	12546	857
1872	12552	851
1873	12558	844
1874	12563	837
1875	12569	830
1876	12574	824
1877	12580	817
1878	12585	810
1879	12591	803
1880	12597	796
1881	12603	790
1882	12611	783
1883	12616	776
1884	12622	770
1885	12627	763
1886	12633	756
1887	12639	749
1888	12644	743
1889	12650	736
1890	12656	729
1891	12661	722
1892	12666	715
1893	12672	709
1894	12677	702
1895	12683	695
1896	12689	689
1897	12695	682
1898	12701	675
1899	12707	668
1900	12713	662
1901	12718	655
1902	12723	648
1903	12729	641
1904	12735	635
1905	12740	628
1906	12745	621
1907	12751	614
1908	12756	608
1909	12762	601
1910	12767	594
1911	12773	587
1912	12778	581
1913	12784	574
1914	12789	567
1915	12795	560
1916	12801	554
1917	12806	547
1918	12812	540
1919	12817	534
1920	12822	527
1921	12828	520
1922	12833	513
1923	12839	507
1924	12845	500
1925	12852	493
1926	12858	487
1927	12863	480
1928	12869	473
1929	12874	466
1930	12880	460
1931	12886	453
1932	12891	446
1933	12897	440
1934	12903	433
1935	12909	426
1936	12914	420
1937	12920	413
1938	12925	406
1939	12931	399
1940	12937	393
1941	12943	386
1942	12948	379
1943	12954	373
1944	12960	366
1945	12965	359
1946	12971	353
1947	12976	346
1948	12982	339
1949	12987	333
1950	12993	326
1951	12998	319
1952	13004	312
1953	13009	306
1954	13015	299
1955	13020	292
1956	13026	286
1957	13032	279
1958	13037	272
1959	13043	266
1960	13049	259
1961	13055	252
1962	13060	246
1963	13066	239
1964	13071	232
1965	13077	226
1966	13082	219
1967	13088	212
1968	13093	206
1969	13099	199
1970	13104	192
1971	13110	186
1972	13116	179
1973	13121	172
1974	13127	166
1975	13132	159
1976	13138	152
1977	13143	146
1978	13149	139
1979	13154	132
1980	13160	126
1981	13165	119
1982	13171	112
1983	13185	106
1984	13192	99
1985	13203	93
1986	13215	86
1987	13225	79
1988	13230	73
1989	13236	66
1990	13242	59
1991	13247	53
1992	13253	46
1993	13258	39
1994	13264	33
1995	13269	26
1996	13275	19
1997	13280	13
1998	13286	6
1999	13291	0
